id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5054,7.1,0.55,0.0,2.1,0.08,16.0,47.0,0.99572,3.36,0.57,9.8,6.0
5055,8.0,0.43,0.49,2.4,0.091,12.0,28.0,0.9986,3.36,0.64,10.1,6.0
5056,7.2,0.725,0.04,1.8,0.079,13.0,44.0,0.9965,3.38,0.77,9.5,6.0
5057,6.8,0.69,0.05,1.8,0.076,5.0,25.0,0.9956,3.47,0.52,9.5,6.0
5058,6.8,0.43,0.31,2.0,0.066,20.0,35.0,0.99745,3.34,0.59,10.8,6.0
5059,8.3,0.39,0.34,2.0,0.069,8.0,19.0,0.9979,3.27,0.53,10.4,6.0
5060,7.1,0.66,0.0,2.4,0.077,10.0,28.0,0.99547,3.3,0.53,10.8,4.0
5061,5.1,0.58,0.0,1.8,0.074,21.0,54.0,0.9994,3.52,0.59,9.4,6.0
5062,7.7,0.44,0.21,2.5,0.068,12.0,28.0,0.9986,3.34,0.68,10.0,6.0
5063,6.9,0.63,0.0,2.1,0.067,12.0,74.0,0.9976,3.45,0.63,11.3,5.0
5064,8.7,0.44,0.66,2.1,0.085,5.0,20.0,0.9976,3.26,0.73,9.6,5.0
5065,6.4,0.46,0.27,2.0,0.075,27.0,46.0,0.997,3.48,0.61,10.3,6.0
5066,8.6,0.39,0.5,2.3,0.0819999999999999,41.0,52.0,0.99354,3.43,0.6,10.0,6.0
5067,9.3,0.48,0.49,2.0,0.0969999999999999,23.0,77.0,0.9976,3.22,0.68,9.9,5.0
5068,9.2,0.65,0.1,2.2,0.0969999999999999,15.0,41.0,0.9962,3.3,0.49,9.9,5.0
5069,8.6,0.67,0.05,1.7,0.0819999999999999,6.0,20.0,0.9991,3.36,0.56,9.5,6.0
5070,7.5,0.5,0.0,2.6,0.096,30.0,119.0,0.9968,3.36,0.49,9.7,5.0
5071,7.2,0.6,0.04,1.6,0.063,15.0,27.0,0.99569,3.39,0.55,10.0,6.0
5072,7.2,0.7,0.04,2.6,0.074,13.0,49.0,0.9986,3.41,0.55,9.3,5.0
5073,7.6,0.61,0.02,2.2,0.0819999999999999,10.0,18.0,0.99672,3.39,0.57,9.7,5.0
5074,6.4,0.36,0.0,2.4,0.064,31.0,58.0,0.9986,3.36,0.57,10.1,6.0
5075,7.6,0.33,0.41,2.1,0.076,16.0,88.0,0.9967,3.2,0.64,9.5,5.0
5076,7.2,0.27,0.31,1.7,0.081,15.0,47.0,0.9976,3.23,0.67,9.5,5.0
5077,8.7,0.38,0.24,2.1,0.093,26.0,61.0,0.99624,3.24,0.57,10.6,7.0
5078,7.0,0.37,0.34,1.7,0.092,17.0,104.0,0.996,3.1,0.7,9.5,7.0
5079,8.4,0.7,0.23,2.3,0.071,16.0,71.0,0.9959,3.1,0.7,9.5,6.0
5080,6.3,0.69,0.01,2.1,0.075,23.0,58.0,0.99685,3.45,0.63,9.3,6.0
5081,9.9,0.6,0.49,1.9,0.075,9.0,23.0,0.9973,3.09,0.49,11.3,6.0
5082,7.7,0.5,0.08,2.2,0.069,14.0,86.0,0.9963,3.38,0.82,9.0,5.0
5083,10.0,0.25,0.44,2.0,0.104,6.0,24.0,0.99815,3.04,0.64,10.5,6.0
5084,8.4,0.37,0.29,1.8,0.081,19.0,47.0,0.9968,3.19,0.63,9.4,5.0
5085,9.0,0.41,0.49,1.6,0.077,10.0,47.0,0.9972,3.16,0.63,9.5,5.0
5086,7.9,0.695,0.13,2.0,0.07,5.0,15.0,0.99498,3.22,0.64,9.7,4.0
5087,7.4,0.43,0.24,2.0,0.079,4.0,8.0,0.99632,3.4,0.7,9.4,5.0
5088,6.4,0.7,0.02,2.3,0.0819999999999999,8.0,22.0,0.99704,3.53,0.6,11.0,6.0
5089,7.2,0.715,0.24,2.8,0.071,27.0,51.0,0.99568,3.26,0.53,10.5,7.0
5090,8.3,0.5,0.15,1.8,0.077,18.0,44.0,0.9964,3.39,0.52,9.0,7.0
5091,7.6,0.56,0.04,2.4,0.077,6.0,20.0,0.9966,3.34,0.59,9.5,6.0
5092,7.4,0.51,0.0,2.3,0.075,5.0,12.0,0.9978,3.35,0.6,9.5,5.0
5093,7.1,0.49,0.22,1.8,0.077,13.0,31.0,0.9982,3.43,0.58,9.5,5.0
5094,6.1,0.62,0.01,3.4,0.067,15.0,35.0,0.99538,3.51,0.52,10.1,6.0
5095,8.0,0.69,0.03,1.7,0.075,5.0,22.0,0.99668,3.3,0.63,9.5,6.0
5096,8.7,0.32,0.24,2.1,0.0969999999999999,4.0,28.0,0.999,3.23,0.55,10.5,6.0
5097,10.5,0.42,0.43,2.1,0.0969999999999999,6.0,24.0,0.99448,3.22,0.7,12.2,6.0
5098,8.5,0.59,0.16,2.0,0.079,15.0,32.0,0.99694,3.35,0.59,12.3,6.0
5099,13.5,0.39,0.48,1.7,0.076,12.0,66.0,0.9962,3.34,0.58,9.5,6.0
5100,9.5,0.32,0.52,1.8,0.0559999999999999,5.0,14.0,0.99702,3.23,0.71,11.0,6.0
5101,7.3,0.56,0.0,2.2,0.06,23.0,47.0,0.9968,3.39,0.54,9.2,5.0
5102,6.2,0.5,0.0,2.2,0.0819999999999999,16.0,40.0,0.9994,3.51,0.78,9.4,6.0
5103,7.8,0.6,0.03,1.4,0.086,6.0,39.0,0.9962,3.46,0.6,10.0,5.0
5104,7.9,0.49,0.26,1.9,0.084,15.0,49.0,0.99745,3.34,0.54,9.6,5.0
5105,6.5,1.02,0.0,1.7,0.072,5.0,12.0,0.99668,3.47,0.57,11.3,7.0
5106,6.8,0.62,0.01,4.5,0.078,17.0,28.0,0.99494,3.57,0.59,11.0,6.0
5107,7.1,0.42,0.24,2.0,0.074,14.0,72.0,0.9991,3.14,0.61,9.5,5.0
5108,7.6,0.31,0.29,1.7,0.074,16.0,34.0,0.9972,3.14,0.56,9.9,5.0
5109,8.5,0.53,0.09,1.6,0.083,18.0,42.0,0.99492,3.28,0.53,10.9,5.0
5110,10.2,0.39,0.45,2.6,0.077,5.0,15.0,0.9972,3.14,0.79,10.0,5.0
5111,7.6,0.39,0.18,2.1,0.09,21.0,58.0,0.9972,3.37,0.46,9.2,6.0
5112,9.3,0.31,0.49,2.8,0.092,27.0,44.0,0.9972,3.3,0.55,9.5,5.0
5113,7.2,0.51,0.02,2.2,0.078,6.0,15.0,0.9988,3.52,0.53,9.3,5.0
5114,6.8,0.61,0.01,2.0,0.084,31.0,54.0,0.9973,3.51,0.6,10.3,6.0
5115,7.0,0.61,0.03,2.1,0.0969999999999999,11.0,38.0,0.9986,3.38,0.54,9.0,5.0
5116,7.8,0.53,0.09,1.9,0.076,10.0,35.0,0.9967,3.43,0.56,9.5,5.0
5117,11.5,0.735,0.49,1.8,0.081,17.0,42.0,0.9996,3.2,0.81,9.5,4.0
5118,9.9,0.58,0.21,1.9,0.074,15.0,66.0,0.9956,3.32,0.59,9.3,5.0
5119,7.8,0.69,0.04,2.2,0.078,5.0,15.0,0.99668,3.3,0.62,11.0,7.0
5120,7.9,0.5,0.24,1.8,0.076,14.0,56.0,0.9974,3.38,1.13,9.8,5.0
5121,11.5,0.38,0.49,2.2,0.071,6.0,33.0,0.99538,3.27,0.71,11.3,5.0
5122,6.4,0.42,0.0,2.6,0.066,8.0,33.0,0.99488,3.35,0.77,12.5,7.0
5123,8.2,0.28,0.24,2.1,0.0969999999999999,13.0,59.0,0.9963,3.17,0.72,9.6,5.0
5124,9.7,0.59,0.43,1.9,0.067,4.0,14.0,0.99702,3.22,0.53,9.4,7.0
5125,8.7,0.46,0.32,1.9,0.076,5.0,18.0,0.99521,3.32,0.54,9.4,5.0
5126,6.1,0.7,0.02,2.2,0.078,18.0,37.0,0.9974,3.41,0.61,9.6,5.0
5127,7.0,0.42,0.27,1.7,0.066,16.0,91.0,0.99513,3.42,0.79,9.5,5.0
5128,7.6,0.67,0.0,2.5,0.076,6.0,15.0,0.99685,3.47,0.5,11.4,7.0
5129,12.2,0.43,0.45,2.5,0.049,5.0,14.0,1.0004,3.38,0.81,9.9,6.0
5130,7.7,0.5,0.0,2.3,0.0819999999999999,5.0,11.0,0.9968,3.52,0.48,9.4,8.0
5131,9.1,0.58,0.21,2.2,0.054,5.0,27.0,0.9958,3.19,0.7,9.5,5.0
5132,7.2,0.69,0.0,2.4,0.091,5.0,18.0,0.99546,3.44,0.69,10.1,6.0
5133,7.6,0.24,0.49,2.6,0.078,10.0,21.0,0.99502,3.39,0.77,10.0,6.0
5134,6.0,0.52,0.09,2.1,0.077,18.0,86.0,0.99552,3.51,0.49,11.2,7.0
5135,12.0,0.49,0.49,2.0,0.093,5.0,28.0,1.0002,3.32,0.6,9.8,7.0
5136,7.2,0.49,0.23,2.0,0.068,28.0,51.0,0.99546,3.27,0.7,9.6,5.0
5137,8.1,0.37,0.31,1.6,0.062,9.0,22.0,0.995,3.1,0.59,9.4,5.0
5138,8.9,0.43,0.24,2.5,0.074,12.0,19.0,0.9976,3.48,0.55,9.2,7.0
5139,7.1,0.51,0.27,2.6,0.07,19.0,59.0,0.99419,3.41,0.58,9.8,5.0
5140,10.7,0.63,0.24,1.8,0.064,8.0,25.0,0.99552,3.14,0.58,11.1,6.0
5141,7.1,0.52,0.4,1.9,0.084,11.0,31.0,0.99552,3.2,0.53,9.8,6.0
5142,12.3,0.31,0.51,2.6,0.079,6.0,11.0,0.99572,3.19,0.87,9.7,6.0
5143,8.6,0.58,0.22,2.2,0.079,18.0,58.0,0.99685,3.27,0.65,9.4,7.0
5144,8.7,0.47,0.45,2.2,0.0969999999999999,6.0,13.0,0.99604,3.38,0.76,9.4,6.0
5145,10.2,0.42,0.45,2.3,0.0819999999999999,5.0,14.0,0.9968,3.31,0.55,12.4,7.0
5146,8.3,0.49,0.49,1.8,0.064,5.0,16.0,0.9976,3.28,0.65,10.1,4.0
5147,10.2,0.53,0.39,2.1,0.077,7.0,26.0,0.99652,3.26,0.58,9.6,5.0
5148,6.7,0.48,0.24,2.2,0.079,20.0,44.0,0.9994,3.29,0.6,10.0,6.0
5149,6.5,0.58,0.03,2.1,0.085,5.0,19.0,0.9972,3.69,0.58,10.1,6.0
5150,7.4,0.59,0.01,2.7,0.074,9.0,28.0,0.99704,3.22,0.54,9.5,5.0
5151,6.2,0.38,0.24,1.6,0.077,14.0,27.0,0.9994,3.52,0.62,9.5,6.0
5152,9.3,0.39,0.43,2.4,0.072,10.0,20.0,0.99786,3.3,0.71,10.6,5.0
5153,7.9,0.58,0.21,2.2,0.092,18.0,48.0,0.99787,3.49,0.54,11.1,5.0
5154,10.8,0.36,0.47,2.0,0.085,16.0,35.0,0.9984,3.23,0.76,11.5,8.0
5155,6.6,0.54,0.25,1.9,0.074,8.0,17.0,0.998,3.25,0.57,9.8,6.0
5156,10.0,0.18,0.49,2.1,0.053,5.0,12.0,0.9982,3.41,0.54,12.0,7.0
5157,7.2,0.4,0.49,2.2,0.084,23.0,84.0,0.9976,3.21,0.61,9.5,6.0
5158,8.3,0.53,0.22,2.1,0.084,8.0,23.0,0.99538,3.11,0.66,11.9,5.0
5159,7.4,0.53,0.04,2.0,0.07,20.0,105.0,0.99588,3.6,0.56,9.7,6.0
5160,8.1,0.59,0.21,1.7,0.083,31.0,67.0,0.9966,3.2,0.59,9.5,5.0
5161,9.3,0.77,0.21,2.2,0.073,6.0,27.0,0.99518,3.28,0.69,9.4,6.0
5162,9.9,0.65,0.2,1.8,0.077,6.0,10.0,0.99498,3.17,0.66,10.7,7.0
5163,6.3,0.59,0.01,1.8,0.066,16.0,46.0,0.99593,3.37,0.58,9.8,6.0
5164,7.0,0.62,0.03,1.7,0.078,6.0,16.0,0.9956,3.47,0.84,11.3,6.0
5165,7.3,0.725,0.0,1.8,0.071,13.0,21.0,0.99586,3.36,0.58,12.4,7.0
5166,10.4,0.32,0.65,1.7,0.066,5.0,16.0,0.9991,3.31,0.5,11.0,6.0
5167,7.3,0.37,0.33,1.8,0.073,4.0,11.0,0.99484,3.35,0.68,10.0,8.0
5168,8.9,0.37,0.34,2.1,0.092,5.0,16.0,0.9982,3.34,0.72,9.3,5.0
5169,9.5,0.34,0.33,1.6,0.087,5.0,9.0,0.9972,3.31,0.52,10.2,4.0
5170,7.0,0.67,0.0,1.7,0.086,8.0,31.0,0.995,3.42,0.54,9.6,5.0
5171,9.9,0.53,0.66,2.1,0.074,6.0,38.0,0.9971,3.31,0.56,9.9,5.0
5172,8.0,0.49,0.19,2.3,0.095,18.0,74.0,0.9991,3.3,0.69,9.5,5.0
5173,6.7,0.74,0.03,2.1,0.077,27.0,68.0,0.9957,3.34,0.58,10.5,6.0
5174,7.1,0.55,0.01,1.9,0.065,19.0,27.0,0.99418,3.44,0.48,10.4,6.0
5175,8.9,0.65,0.21,2.1,0.079,14.0,33.0,0.99708,3.35,0.83,11.7,6.0
5176,8.7,0.38,0.29,2.5,0.081,19.0,50.0,0.99745,3.29,0.54,9.3,6.0
5177,10.6,0.39,0.47,1.8,0.078,9.0,20.0,0.99652,3.26,0.77,11.0,6.0
5178,6.3,0.55,0.0,1.8,0.08,11.0,18.0,0.99593,3.42,0.49,11.0,6.0
5179,7.6,0.67,0.1,2.2,0.074,18.0,67.0,0.995,3.28,0.61,9.4,5.0
5180,7.0,0.46,0.24,2.6,0.077,15.0,50.0,0.9988,3.31,0.56,9.5,5.0
5181,10.8,0.45,0.48,2.3,0.07,9.0,23.0,0.9988,3.32,0.54,10.9,5.0
5182,8.2,0.63,0.24,1.8,0.077,19.0,61.0,0.99724,3.22,0.62,10.1,6.0
5183,6.4,0.61,0.0,1.9,0.07,12.0,20.0,0.99489,3.52,0.54,9.7,7.0
5184,7.5,0.46,0.23,2.3,0.07,18.0,44.0,0.99615,3.36,0.61,9.5,5.0
5185,7.4,0.43,0.3,2.5,0.052,5.0,14.0,0.99498,3.27,0.58,10.6,5.0
5186,7.1,0.59,0.0,2.1,0.092,3.0,15.0,0.9965,3.45,0.58,9.3,5.0
5187,7.6,0.43,0.33,2.2,0.077,13.0,28.0,0.996,3.28,0.68,10.0,6.0
5188,7.6,0.63,0.12,1.9,0.063,35.0,121.0,0.9964,3.16,0.68,9.5,5.0
5189,10.5,0.32,0.45,2.3,0.07,11.0,20.0,0.9988,3.08,0.55,11.9,5.0
5190,5.0,0.59,0.0,2.6,0.084,15.0,58.0,0.99258,3.44,0.69,12.1,5.0
5191,8.2,0.52,0.21,2.2,0.0969999999999999,11.0,31.0,0.997,3.14,0.62,9.7,6.0
5192,10.5,0.5,0.32,2.4,0.077,17.0,42.0,0.9948,3.5,0.58,9.4,5.0
5193,6.2,0.52,0.0,2.1,0.073,5.0,11.0,0.9967,3.49,0.61,11.4,7.0
5194,11.1,0.3,0.44,2.1,0.073,18.0,38.0,0.99578,3.32,0.58,9.4,5.0
5195,9.9,0.32,0.48,3.4,0.081,11.0,46.0,0.9967,3.32,0.57,9.5,5.0
5196,6.6,0.57,0.17,2.6,0.084,9.0,22.0,0.9968,3.54,0.52,9.7,5.0
5197,7.8,0.6,0.0,2.8,0.107,15.0,46.0,0.9966,3.47,0.6,9.8,6.0
5198,7.4,0.4,0.24,1.6,0.067,17.0,91.0,0.9994,3.45,0.7,9.5,6.0
5199,7.9,0.56,0.01,2.0,0.087,5.0,14.0,0.9956,3.44,0.82,9.4,5.0
5200,7.1,0.62,0.0,2.0,0.07,15.0,46.0,0.9954,3.35,0.58,10.0,6.0
5201,7.1,0.64,0.01,1.7,0.07,5.0,20.0,0.99689,3.39,0.6,9.5,5.0
5202,7.3,0.62,0.05,1.8,0.077,7.0,23.0,0.9963,3.25,0.57,9.2,6.0
5203,8.9,0.43,0.35,2.1,0.074,33.0,55.0,0.99774,3.42,0.82,11.5,7.0
5204,7.4,0.61,0.2,2.0,0.073,4.0,11.0,0.99546,3.41,0.6,11.9,6.0
5205,7.2,0.39,0.49,1.8,0.066,10.0,18.0,0.9994,3.28,0.62,11.8,5.0
5206,9.6,0.74,0.1,2.0,0.077,5.0,19.0,0.99702,3.59,0.52,10.1,6.0
5207,8.5,0.545,0.22,2.0,0.095,18.0,66.0,0.9968,3.36,0.68,9.4,6.0
5208,10.5,0.48,0.49,2.5,0.095,5.0,26.0,0.9976,3.26,0.62,9.5,6.0
5209,8.9,0.55,0.22,2.2,0.093,10.0,24.0,0.9994,3.38,0.54,9.6,5.0
5210,11.2,0.42,0.48,2.6,0.079,24.0,33.0,1.0002,3.14,0.64,11.3,7.0
5211,6.8,0.74,0.08,2.6,0.066,31.0,65.0,0.99702,3.54,0.57,10.3,6.0
5212,11.9,0.43,0.49,2.1,0.078,11.0,24.0,0.9968,3.29,0.8,11.7,7.0
5213,7.4,0.635,0.05,2.3,0.067,34.0,53.0,0.99408,3.37,0.68,10.8,6.0
5214,7.5,0.43,0.39,2.4,0.088,5.0,20.0,0.99642,3.36,0.6,11.8,6.0
5215,8.0,0.49,0.47,2.3,0.08,34.0,66.0,0.9972,3.31,0.89,10.4,6.0
5216,12.3,0.31,0.59,2.2,0.091,7.0,17.0,0.9969,3.29,0.63,9.3,6.0
5217,8.9,0.18,0.34,1.8,0.089,6.0,17.0,0.99536,3.22,0.75,11.0,6.0
5218,7.8,0.39,0.26,1.7,0.048,15.0,35.0,0.9976,3.48,0.84,10.5,7.0
5219,6.2,0.67,0.0,1.8,0.067,17.0,65.0,0.99516,3.41,0.63,9.9,5.0
5220,7.8,0.43,0.29,2.2,0.076,23.0,47.0,0.99562,3.38,0.68,10.0,7.0
5221,8.9,0.47,0.28,1.9,0.076,6.0,14.0,0.9979,3.27,0.53,9.4,6.0
5222,8.9,0.31,0.3,2.0,0.067,10.0,27.0,0.9976,3.21,0.82,12.5,7.0
5223,8.6,0.52,0.24,2.2,0.088,26.0,65.0,0.99745,3.27,0.61,9.4,6.0
5224,9.4,0.53,0.22,2.3,0.062,7.0,18.0,0.99547,3.31,0.78,11.4,6.0
5225,7.4,0.62,0.03,1.8,0.078,7.0,26.0,0.9994,3.35,0.6,10.0,6.0
5226,8.9,0.31,0.49,2.0,0.0969999999999999,6.0,49.0,0.99316,3.31,0.47,10.9,6.0
5227,10.3,0.39,0.43,2.0,0.063,7.0,31.0,0.99562,3.32,0.66,9.6,5.0
5228,7.9,0.55,0.02,1.8,0.114,12.0,27.0,0.99648,3.53,0.59,10.8,6.0
5229,9.4,0.35,0.49,2.0,0.095,5.0,12.0,0.9962,3.15,0.6,10.3,6.0
5230,10.0,0.48,0.57,2.1,0.071,19.0,58.0,0.9994,3.39,0.59,9.8,5.0
5231,12.9,0.34,0.49,2.1,0.074,11.0,44.0,0.9961,3.21,0.6,9.2,5.0
5232,7.1,0.59,0.02,1.9,0.048,11.0,47.0,0.9956,3.54,0.6,9.9,6.0
5233,7.2,0.39,0.49,2.5,0.064,6.0,12.0,0.99494,3.3,0.53,11.2,5.0
5234,7.6,0.645,0.0,2.1,0.07,24.0,38.0,0.99552,3.41,0.69,9.8,6.0
5235,7.5,0.31,0.4,1.7,0.086,25.0,37.0,0.99822,3.5,0.63,10.0,6.0
5236,7.9,0.745,0.17,2.0,0.076,37.5,113.0,0.99525,3.36,0.65,10.8,5.0
5237,6.6,0.49,0.0,2.5,0.068,5.0,23.0,0.99576,3.66,0.57,11.0,5.0
5238,10.4,0.18,0.46,2.6,0.076,5.0,15.0,0.9972,3.25,0.87,10.5,6.0
5239,6.9,0.53,0.18,1.9,0.068,12.0,28.0,0.9976,3.34,0.49,9.5,6.0
5240,7.1,0.4,0.24,2.6,0.073,6.0,18.0,0.99498,3.39,0.44,9.2,5.0
5241,8.6,0.57,0.2,2.4,0.077,10.0,24.0,0.9991,3.43,0.57,10.6,5.0
5242,7.8,0.62,0.05,2.3,0.064,3.0,14.0,0.9962,3.35,0.9,10.5,5.0
5243,7.3,0.38,0.26,2.3,0.074,7.0,32.0,0.997,3.41,0.56,9.5,5.0
5244,7.2,0.48,0.26,2.6,0.077,28.0,51.0,0.9986,3.44,0.58,11.7,7.0
5245,7.8,0.66,0.08,1.8,0.095,20.0,57.0,0.9968,3.44,0.55,9.8,5.0
5246,7.2,0.63,0.0,2.3,0.093,9.0,32.0,0.99774,3.26,0.68,10.7,6.0
5247,8.8,0.43,0.32,2.6,0.077,5.0,16.0,0.9981,3.34,0.71,12.4,7.0
5248,7.2,0.7,0.03,1.8,0.077,22.0,38.0,0.99633,3.36,0.52,11.4,6.0
5249,10.0,0.49,0.44,3.5,0.083,23.0,49.0,0.9982,3.37,0.53,12.8,6.0
5250,7.5,0.29,0.39,1.6,0.076,13.0,28.0,0.9955,3.32,0.85,11.6,7.0
5251,9.1,0.41,0.41,2.0,0.0819999999999999,17.0,91.0,0.9978,3.15,0.62,10.5,7.0
5252,12.0,0.28,0.44,2.5,0.12,10.0,21.0,0.9961,3.14,0.58,9.3,5.0
5253,8.9,0.41,0.41,1.9,0.074,5.0,13.0,0.9981,3.33,0.79,10.8,5.0
5254,7.4,0.56,0.09,2.5,0.066,6.0,12.0,0.99726,3.21,0.55,9.8,5.0
5255,10.7,0.52,0.24,2.5,0.069,5.0,14.0,0.9947,3.33,0.73,11.1,7.0
5256,6.7,0.38,0.4,2.3,0.077,32.0,60.0,0.99744,3.38,0.6,11.2,5.0
5257,7.3,0.54,0.0,1.8,0.077,7.0,14.0,0.99538,3.2,0.65,11.2,7.0
5258,7.0,0.31,0.31,2.4,0.077,9.0,42.0,0.9972,3.38,0.59,9.7,4.0
5259,8.4,0.5,0.26,2.0,0.066,18.0,59.0,0.9967,3.32,0.49,10.0,5.0
5260,6.4,0.59,0.01,2.1,0.065,8.0,45.0,0.99523,3.52,0.6,11.0,6.0
5261,7.6,0.6,0.02,2.4,0.084,20.0,46.0,0.9976,3.38,0.54,9.7,5.0
5262,11.5,0.54,0.66,2.2,0.114,6.0,18.0,0.99652,3.1,0.57,10.8,5.0
5263,11.5,0.39,0.48,2.2,0.067,5.0,16.0,0.9964,3.26,0.67,11.0,6.0
5264,7.4,0.54,0.06,2.3,0.062,23.0,84.0,0.9987,3.32,0.54,9.7,5.0
5265,7.7,0.39,0.3,2.1,0.068,14.0,42.0,0.9964,3.48,0.56,12.0,7.0
5266,6.5,0.64,0.0,1.6,0.07,6.0,20.0,0.9994,3.45,0.61,11.0,8.0
5267,8.0,1.02,0.66,1.6,0.078,19.0,38.0,0.9974,3.27,0.57,9.5,5.0
5268,7.6,0.6,0.35,1.9,0.089,21.0,62.0,0.99774,3.14,0.53,10.4,6.0
5269,7.2,0.61,0.02,2.4,0.079,6.0,16.0,0.9963,3.37,0.58,11.0,7.0
5270,6.8,0.6,0.15,2.1,0.076,32.0,131.0,0.9968,3.33,0.54,9.4,5.0
5271,7.5,0.69,0.01,2.3,0.079,21.0,42.0,0.9963,3.41,0.6,9.8,6.0
5272,6.5,0.52,0.23,1.9,0.069,8.0,21.0,0.9976,3.44,0.53,9.5,6.0
5273,7.2,0.37,0.43,2.0,0.079,5.0,34.0,0.9983,3.16,0.88,10.9,7.0
5274,7.0,0.49,0.12,2.2,0.084,16.0,40.0,0.99562,3.37,0.54,11.0,5.0
5275,9.8,0.55,0.38,2.1,0.08,16.0,69.0,0.9988,3.24,0.52,9.7,5.0
5276,7.0,0.5,0.08,2.5,0.074,9.0,32.0,0.99774,3.39,0.57,9.5,5.0
5277,6.9,0.6,0.02,1.8,0.072,11.0,25.0,0.9967,3.57,0.62,9.8,6.0
5278,8.0,0.38,0.41,2.5,0.091,6.0,12.0,0.9962,3.2,0.63,13.1,7.0
5279,8.6,0.54,0.0,1.8,0.0819999999999999,17.0,84.0,0.99774,3.51,0.55,9.7,6.0
5280,9.3,0.34,0.44,2.5,0.08,6.0,15.0,0.997,3.15,0.54,11.0,6.0
5281,7.0,0.64,0.19,2.9,0.073,26.0,59.0,0.9982,3.41,0.64,9.5,5.0
5282,7.9,0.49,0.25,2.4,0.077,5.0,10.0,0.99572,3.29,0.52,9.7,6.0
5283,6.9,0.36,0.49,2.1,0.068,6.0,16.0,0.99316,3.28,0.59,11.9,5.0
5284,8.9,0.6,0.05,2.4,0.084,34.0,72.0,0.9964,3.31,0.57,9.3,6.0
5285,7.0,0.5,0.39,2.5,0.08,9.0,29.0,0.9986,3.44,0.53,9.4,6.0
5286,7.0,0.59,0.11,1.8,0.077,19.0,50.0,0.9967,3.38,0.54,9.4,5.0
5287,7.0,0.5,0.0,2.2,0.079,6.0,23.0,0.99584,3.31,0.8,9.9,5.0
5288,7.6,0.35,0.35,1.8,0.102,21.0,64.0,0.9988,3.38,0.6,9.4,6.0
5289,7.3,0.69,0.03,2.7,0.072,8.0,16.0,0.99498,3.2,0.52,11.2,7.0
5290,8.8,0.4,0.15,2.0,0.077,17.0,88.0,0.9976,3.12,0.58,9.7,5.0
5291,9.7,0.24,0.46,1.7,0.07,8.0,30.0,0.99572,3.3,0.68,9.5,6.0
5292,8.3,0.52,0.24,2.1,0.08,5.0,32.0,0.9969,3.27,0.61,12.0,7.0
5293,8.0,0.39,0.26,1.9,0.078,9.0,29.0,0.998,3.24,0.52,9.8,6.0
5294,7.2,0.49,0.01,1.8,0.069,14.0,31.0,0.99514,3.44,0.59,10.3,5.0
5295,6.6,0.78,0.03,3.0,0.077,12.0,24.0,0.999,3.61,0.56,9.4,4.0
5296,7.4,0.63,0.07,2.3,0.098,14.0,21.0,0.9959,3.16,0.57,9.4,5.0
5297,11.9,0.38,0.55,4.2,0.0819999999999999,5.0,14.0,0.9976,3.14,0.62,10.0,6.0
5298,8.4,0.53,0.42,2.5,0.086,7.0,16.0,0.9968,3.31,0.62,9.7,5.0
5299,10.0,0.43,0.55,2.4,0.065,7.0,12.0,0.9972,3.35,0.52,10.0,6.0
5300,9.7,0.65,0.22,2.5,0.084,29.0,60.0,0.9966,3.19,0.6,10.4,5.0
5301,6.8,0.5,0.0,1.8,0.09,6.0,21.0,0.99472,3.46,0.5,10.0333333333333,5.0
5302,7.6,0.7,0.01,1.8,0.1119999999999999,6.0,16.0,0.9962,3.32,0.48,9.5,5.0
5303,8.3,0.41,0.31,1.7,0.081,12.0,65.0,0.9987,3.16,0.73,9.5,6.0
5304,8.0,0.69,0.16,1.9,0.065,5.0,16.0,0.99774,3.19,0.6,10.5,5.0
5305,6.6,0.76,0.04,1.9,0.078,10.0,20.0,0.9959,3.37,0.53,10.6,7.0
5306,8.2,0.58,0.33,2.1,0.0969999999999999,13.0,44.0,0.9979,3.29,0.63,9.0,5.0
5307,8.2,0.48,0.12,2.1,0.073,14.0,28.0,0.99631,3.34,0.53,10.5,3.0
5308,7.1,0.46,0.23,2.7,0.081,35.0,46.0,0.99488,3.31,0.53,11.6,6.0
5309,8.3,0.43,0.18,2.6,0.098,13.0,26.0,0.9962,3.36,0.6,10.5,7.0
5310,7.0,0.77,0.02,2.0,0.076,15.0,28.0,0.99748,3.38,0.62,9.1,6.0
5311,7.0,0.48,0.24,2.0,0.094,12.0,43.0,0.9994,3.6,0.5,9.5,5.0
5312,6.9,0.6,0.0,2.4,0.084,5.0,15.0,0.99562,3.32,0.68,11.6,6.0
5313,7.7,0.735,0.07,1.7,0.077,3.0,8.0,0.9964,3.32,0.71,9.5,5.0
5314,7.1,0.65,0.06,1.8,0.073,8.0,35.0,0.9952,3.39,0.62,10.4,6.0
5315,10.2,0.18,0.41,2.1,0.076,23.0,34.0,0.9964,3.24,0.72,11.4,7.0
5316,7.3,0.52,0.18,1.9,0.081,24.0,49.0,0.9964,3.31,0.76,9.4,6.0
5317,7.3,0.645,0.24,2.1,0.084,8.0,20.0,0.99534,3.35,0.57,11.2,4.0
5318,7.5,0.49,0.05,2.4,0.071,12.0,28.0,0.9952,3.2,0.73,9.5,5.0
